test_id,varied_index,varied_value,primal_manual_vs_original,primal_herbie_vs_original,primal_manual_vs_herbie,first_manual_vs_original,first_herbie_vs_original,first_manual_vs_herbie,second_manual_vs_original,second_herbie_vs_original,second_manual_vs_herbie
267,3,-3.2286282025367252e-10,0,0,0,0,0,0,0,0,0
268,3,-3.0266480593956821e-10,0,0,0,0,0,0,0,0,0
269,3,-2.8373036165162006e-10,0,0,0,0,0,0,0,0,0
270,3,-2.6598043955937535e-10,0,0,0,0,0,0,0,0,0
271,3,-2.4934093699518716e-10,0,0,0,0,0,0,0,0,0
272,3,-2.3374238708918137e-10,0,0,0,0,0,0,0,0,0
273,3,-2.1911966875781449e-10,0,0,0,0,0,0,0,0,0
274,3,-2.0541173483530585e-10,0,0,0,0,0,0,0,0,0
275,3,-1.9256135721291901e-10,0,0,0,0,0,0,0,0,0
276,3,-1.8051488792211056e-10,0,0,0,0,0,0,0,0,0
277,3,-1.692220351641032e-10,0,0,0,0,0,0,0,0,0
278,3,-1.5863565335085894e-10,0,0,0,0,0,0,0,0,0
279,3,-1.4871154628089513e-10,0,0,0,0,0,0,0,0,0
280,3,-1.3940828262825739e-10,0,0,0,0,0,0,0,0,0
281,3,-1.3068702297433412e-10,0,0,0,0,0,0,0,0,0
282,3,-1.2251135766041164e-10,0,0,0,0,0,0,0,0,0
283,3,-1.148471547840286e-10,0,0,0,0,0,0,0,0,0
284,3,-1.0766241770454926e-10,0,0,0,0,0,0,0,0,0
285,3,-1.0092715146305696e-10,0,0,0,0,0,0,0,0,0
286,3,-9.4613237558907417e-11,0,0,0,0,0,0,0,0,0
287,3,-8.8694316560146732e-11,0,0,0,0,0,0,0,0,0
288,3,-8.3145678057720513e-11,0,0,0,0,0,0,0,0,0
289,3,-7.7944157504049259e-11,0,0,0,0,0,0,0,0,0
290,3,-7.3068039505294985e-11,0,0,0,0,0,0,0,0,0
291,3,-6.8496967163574342e-11,0,0,0,0,0,0,0,0,0
292,3,-6.4211857090647424e-11,0,0,0,0,0,0,0,0,0
293,3,-6.0194819738272498e-11,0,0,0,0,0,0,0,0,0
294,3,-5.6429084712625107e-11,0,0,0,0,0,0,0,0,0
295,3,-5.289893076098137e-11,0,0,0,0,0,0,0,0,0
